Name,url
Thiago Motta FIFA 13,/player/49370/thiago-motta/fifa13/
Fabricio Coloccini FIFA 13,/player/48745/fabricio-coloccini/fifa13/
Brede Hangeland FIFA 13,/player/46815/brede-hangeland/fifa13/
Michaël Essien FIFA 13,/player/45674/micha%C3%ABl-essien/fifa13/
Philippe Mexès FIFA 13,/player/41635/philippe-mex%C3%A8s/fifa13/
Claudio Pizarro FIFA 13,/player/25420/claudio-pizarro/fifa13/
Danny FIFA 13,/player/20800/danny/fifa13/
Tim Howard FIFA 13,/player/16254/tim-howard/fifa13/
Nicolas Anelka FIFA 13,/player/5809/nicolas-anelka/fifa13/
Frank Lampard FIFA 13,/player/5471/frank-lampard/fifa13/
Christian Abbiati FIFA 13,/player/1219/christian-abbiati/fifa13/
João Pereira FIFA 13,/player/206407/jo%C3%A3o-pereira/fifa13/
Bernard FIFA 13,/player/205525/bernard/fifa13/
Gastón Ramirez FIFA 13,/player/201508/gast%C3%B3n-ramirez/fifa13/
Jackson Martínez FIFA 13,/player/196144/jackson-mart%C3%ADnez/fifa13/
Koke FIFA 13,/player/193747/koke/fifa13/
André Schürrle FIFA 13,/player/193130/andr%C3%A9-sch%C3%BCrrle/fifa13/
Bernd Leno FIFA 13,/player/192563/bernd-leno/fifa13/
Marc-André ter Stegen FIFA 13,/player/192448/marc-andr%C3%A9-ter-stegen/fifa13/
Nicolás Otamendi FIFA 13,/player/192366/nicol%C3%A1s-otamendi/fifa13/
Nemanja Matić FIFA 13,/player/191202/nemanja-mati%C4%87/fifa13/
Wilfried Bony FIFA 13,/player/189963/wilfried-bony/fifa13/
Kevin Strootman FIFA 13,/player/189712/kevin-strootman/fifa13/
Guaita FIFA 13,/player/189690/guaita/fifa13/
Susaeta FIFA 13,/player/189354/susaeta/fifa13/
Nicolas N'Koulou FIFA 13,/player/188829/nicolas-nkoulou/fifa13/
Alberto Costa FIFA 13,/player/188791/alberto-costa/fifa13/
Pierre-Emerick Aubameyang FIFA 13,/player/188567/pierre-emerick-aubameyang/fifa13/
